siparis_id,musteri_id,siparis_tarihi,sehir,musteri_kidem_ayi,kategori,birim_fiyat,adet,indirim_orani,kampanya,odeme_yontemi,cihaz,kargo_gunu,iade_edildi,memnuniyet_puani,siparis_tutari
S000411,M0309,2025-02-17,İzmir,18,Giyim,332.2,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,5.0,265.76
S001104,M0194,2025-07-18,İstanbul,19,Spor,2035.51,3.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,6106.53
S000104,M0173,2025-04-18,Ankara,18,Giyim,379.61,1.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,4.0,379.61
S001329,M0014,2025-01-06,Malatya,15,Elektronik,5208.24,1.0,0.15,Yeni Üye,Kredi Kartı,Mobil,4.0,Hayır,4.0,4427.0
S000798,M0134,2025-09-25,Ankara,30,Giyim,354.96,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Evet,1.0,354.96
S000933,M0006,2025-03-22,Bursa,40,Spor,482.87,3.0,0.1,Hafta Sonu,Banka Kartı,Mobil,1.0,Hayır,5.0,1303.75
S000577,M0179,2025-10-16,İstanbul,5,Ev & Yaşam,791.63,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,3.0,633.3
S000952,M0112,2025-09-22,İstanbul,27,Ev & Yaşam,397.26,1.0,0.2,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Hayır,,317.81
S000545,M0277,2025-10-07,İstanbul,7,Giyim,182.95,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,182.95
S000514,M0160,2025-12-08,Ankara,46,Kozmetik,129.64,4.0,0.0,Yok,Kapıda Ödeme,Masaüstü,6.0,Hayır,5.0,518.56
S001332,M0195,2025-03-08,Elazığ,5,Kitap,191.11,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,3.0,191.11
S000392,M0130,2025-11-25,İstanbul,36,Kozmetik,177.81,2.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,6.0,Hayır,4.0,337.84
S000963,M0303,2025-07-04,Ankara,11,Ev & Yaşam,2027.09,1.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,1723.03
S001306,M0309,2025-10-29,İzmir,18,Ev & Yaşam,969.53,3.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,2908.59
S000447,M0318,2025-11-10,Elazığ,46,Ev & Yaşam,427.77,1.0,-0.1,Sepette İndirim,Banka Kartı,Mobil,3.0,Hayır,5.0,384.99
S000036,M0048,2025-02-21,Ankara,40,Kitap,231.28,2.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,462.56
S000746,M0036,2025-08-31,Ankara,35,Giyim,567.17,5.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,6.0,Hayır,3.0,2552.26
S000238,M0130,2025-12-27,İstanbul,36,Ev & Yaşam,724.49,3.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,5.0,2173.47
S000098,M0145,2025-11-15,Malatya,33,Spor,587.58,1.0,0.2,Özel Gün,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,470.06
S001093,M0116,2025-04-29,Elazığ,21,Elektronik,10325.87,4.0,0.15,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,5.0,35107.96
S000812,M0269,2025-07-20,Malatya,45,Spor,870.09,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Hayır,3.0,783.08
S000198,M0251,2025-12-03,Bursa,21,Ev & Yaşam,1820.6,1.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,4.0,1547.51
S000145,M0033,2025-07-25,İzmir,30,Kozmetik,276.78,1.0,0.1,Hafta Sonu,Havale/EFT,Mobil,6.0,Hayır,4.0,249.1
S000428,M0163,2025-02-05,Elazığ,38,Kozmetik,694.41,3.0,0.15,Yeni Üye,Kredi Kartı,Tablet,3.0,Hayır,4.0,1770.75
S000254,M0309,2025-09-19,İzmir,18,Spor,614.01,1.0,0.1,Yeni Üye,Havale/EFT,Masaüstü,1.0,Hayır,5.0,552.61
S001330,M0230,2025-09-11,İstanbul,1,Ev & Yaşam,1057.23,1.0,0.05,Hafta Sonu,Havale/EFT,Tablet,6.0,Hayır,5.0,1004.37
S000077,M0316,2025-12-04,Elazığ,2,Giyim,1229.27,1.0,0.25,Özel Gün,Banka Kartı,Mobil,5.0,Evet,2.0,921.95
S001321,M0171,2025-03-05,İstanbul,9,Ev & Yaşam,253.3,1.0,0.1,Yeni Üye,Banka Kartı,Mobil,1.0,Hayır,4.0,227.97
S000347,M0302,2025-06-12,Bursa,41,Giyim,366.25,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,366.25
S001280,M0255,2025-01-11,İstanbul,19,Spor,883.96,2.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,4.0,1767.92
S000979,M0236,2025-12-18,Ankara,28,Ev & Yaşam,324.02,2.0,0.2,Yeni Üye,Kredi Kartı,Mobil,3.0,Hayır,3.0,518.43
S001285,M0309,2025-04-01,İzmir,18,Elektronik,7833.55,1.0,0.2,Sepette İndirim,Kredi Kartı,Tablet,1.0,Hayır,4.0,6266.84
S001131,M0220,2025-05-19,Bursa,19,Kitap,130.3,2.0,0.0,Yok,Kapıda Ödeme,Mobil,3.0,Hayır,5.0,260.6
S001170,M0061,2025-11-23,Elazığ,44,Ev & Yaşam,234.97,1.0,0.1,Hafta Sonu,Banka Kartı,Mobil,4.0,Hayır,4.0,211.47
S001011,M0284,2025-08-09,İzmir,13,Ev & Yaşam,424.46,3.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,4.0,1273.38
S000296,M0163,2025-10-21,Elazığ,38,Giyim,271.68,2.0,0.0,Yok,Kredi Kartı,Mobil,5.0,Evet,3.0,543.36
S000164,M0167,2025-08-15,Bursa,45,Spor,975.9,25.0,0.0,Yok,Kredi Kartı,Tablet,,Hayır,4.0,975.9
S001094,M0171,2025-01-18,İstanbul,9,Giyim,351.21,2.0,0.0,Yok,Havale/EFT,Masaüstü,4.0,Hayır,4.0,702.42
S001025,M0316,2025-11-23,Elazığ,2,Kozmetik,199.27,6.0,0.2,Özel Gün,Havale/EFT,Mobil,5.0,Hayır,4.0,956.5
S001394,M0175,2025-10-09,İstanbul,14,Elektronik,4658.45,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,5.0,3959.68
S000821,M0188,2025-11-12,İzmir,28,Elektronik,8361.56,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,5.0,8361.56
S000231,M0268,2025-08-30,Ankara,25,Kozmetik,294.66,3.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,883.98
S001206,M0175,2025-04-19,İstanbul,14,Elektronik,6584.65,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,5.0,11852.37
S001373,M0195,2025-02-17,Elazığ,5,Kitap,208.84,2.0,0.1,Hafta Sonu,Banka Kartı,Masaüstü,3.0,Hayır,5.0,375.91
S000810,M0035,2025-12-25,Malatya,38,Elektronik,4852.12,1.0,0.25,Sepette İndirim,Banka Kartı,Mobil,4.0,Hayır,4.0,3639.09
S000709,M0309,2025-01-18,İzmir,18,Ev & Yaşam,1358.99,1.0,0.15,Sepette İndirim,Havale/EFT,Mobil,6.0,Hayır,4.0,1155.14
S000167,M0046,2025-12-02,İstanbul,41,Ev & Yaşam,1017.26,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,915.53
S000867,M0192,2025-06-02,Bursa,35,Spor,2020.03,4.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,3.0,6868.1
S000066,M0269,2025-08-15,Malatya,45,Giyim,174.58,1.0,0.15,Hafta Sonu,Havale/EFT,Mobil,5.0,Evet,2.0,148.39
S001246,M0112,2025-12-10,İstanbul,27,Giyim,845.04,1.0,0.0,Yok,Kredi Kartı,Masaüstü,5.0,Evet,3.0,845.04
S000115,M0309,2025-01-25,İzmir,18,Ev & Yaşam,2082.24,4.0,0.0,Yok,Kapıda Ödeme,Tablet,4.0,Hayır,4.0,8328.96
S000530,M0309,2025-02-03,İzmir,18,Spor,1503.98,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,5.0,1203.18
S001249,M0144,2025-10-12,Bursa,8,Giyim,1420.46,2.0,0.15,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,4.0,2414.78
S000472,M0089,2025-07-06,Elazığ,24,Elektronik,1592.6,18.0,0.05,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,3025.94
S000407,M0220,2025-06-05,Bursa,19,Giyim,652.9,1.0,0.1,Sepette İndirim,Kredi Kartı,Tablet,5.0,Hayır,5.0,587.61
S000661,M0309,2025-11-13,İzmir,18,Giyim,266.79,1.0,0.15,Hafta Sonu,Havale/EFT,Masaüstü,1.0,Hayır,5.0,226.77
S001089,M0067,2025-04-07,Ankara,21,Giyim,571.55,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,571.55
S001100,M0309,2025-07-28,İzmir,18,Giyim,637.39,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,637.39
S000456,M0062,2025-04-09,Malatya,35,Giyim,1350.13,1.0,0.15,Özel Gün,Banka Kartı,Masaüstü,2.0,Hayır,4.0,1147.61
S000654,M0253,2025-11-01,Ankara,5,Giyim,511.45,1.0,0.0,Yok,Banka Kartı,Mobil,5.0,Hayır,5.0,511.45
S001243,M0228,2025-09-18,İstanbul,27,Kitap,237.13,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,403.12
S000862,M0234,2025-12-24,Ankara,19,Giyim,688.75,3.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,1859.62
S000348,M0279,2025-11-11,Ankara,44,Elektronik,4312.95,1.0,0.0,Yok,Havale/EFT,Masaüstü,3.0,Hayır,4.0,4312.95
S000593,M0158,2025-11-18,Bursa,26,Kitap,249.75,2.0,0.1,Sepette İndirim,Kredi Kartı,Tablet,5.0,Hayır,4.0,449.55
S001015,M0115,2025-11-17,Bursa,25,Elektronik,796.34,1.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,4.0,796.34
S001277,M0309,2025-02-05,İzmir,18,Spor,620.12,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,,620.12
S000739,M0309,2025-11-29,İzmir,18,Ev & Yaşam,418.99,2.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,4.0,670.38
S000879,M0261,2025-01-09,Bursa,14,Kozmetik,468.5,3.0,0.1,Sepette İndirim,Banka Kartı,Masaüstü,5.0,Hayır,5.0,1264.95
S000424,M0259,2025-01-24,Ankara,9,Kitap,306.05,3.0,0.0,Yok,Kredi Kartı,Mobil,7.0,Hayır,2.0,918.15
S001367,M0309,2025-12-20,İzmir,18,Giyim,951.28,1.0,0.15,Özel Gün,Kredi Kartı,Masaüstü,5.0,Hayır,4.0,808.59
S001120,M0309,2025-10-21,İzmir,18,Elektronik,4424.47,5.0,0.0,Yok,Havale/EFT,Mobil,3.0,Hayır,4.0,22122.35
S000558,M0179,2025-04-21,İstanbul,5,Spor,487.29,2.0,0.1,Hafta Sonu,Havale/EFT,Mobil,2.0,Hayır,,877.12
S000101,M0071,2025-06-06,Ankara,24,Giyim,520.76,2.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,1041.52
S000023,M0165,2025-08-22,Malatya,15,Ev & Yaşam,666.12,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,5.0,599.51
S000015,M0038,2025-12-17,Bursa,20,Giyim,1673.25,5.0,0.05,Yok,Havale/EFT,Masaüstü,4.0,Hayır,,7947.94
S001294,M0071,2025-03-02,Ankara,24,Giyim,371.25,1.0,0.0,Yok,,Masaüstü,1.0,Hayır,5.0,371.25
S000266,M0043,2025-07-17,Bursa,26,Spor,266.87,1.0,0.1,Yeni Üye,Havale/EFT,Mobil,4.0,Hayır,4.0,240.18
S001126,M0309,2025-06-11,İzmir,18,Giyim,285.88,6.0,0.1,Yeni Üye,Banka Kartı,Masaüstü,4.0,Hayır,4.0,1543.75
S000047,M0136,2025-12-13,İstanbul,25,Kozmetik,357.57,1.0,0.15,Özel Gün,Banka Kartı,Tablet,4.0,Hayır,4.0,303.93
S000026,M0156,2025-11-26,Elazığ,27,Kitap,140.11,4.0,0.15,Hafta Sonu,Banka Kartı,Mobil,6.0,Hayır,,476.37
S000289,M0312,2025-01-04,İstanbul,11,Ev & Yaşam,2418.96,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,4.0,2418.96
S001378,M0317,2025-10-13,İstanbul,30,Ev & Yaşam,1532.11,1.0,0.2,Sepette İndirim,Kredi Kartı,Masaüstü,5.0,Evet,2.0,1225.69
S001366,M0179,2025-10-12,İstanbul,5,Giyim,690.96,1.0,0.0,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,690.96
S000955,M0050,2025-03-12,İstanbul,9,Elektronik,2582.62,4.0,0.1,Hafta Sonu,Kredi Kartı,Tablet,4.0,Hayır,5.0,9297.43
S000835,M0057,2025-08-09,Bursa,16,Spor,331.96,1.0,0.05,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,315.36
S000520,M0176,2025-03-20,Malatya,24,Elektronik,4180.51,3.0,0.1,Sepette İndirim,Banka Kartı,Mobil,4.0,Hayır,5.0,11287.38
S000789,M0309,2025-04-09,İzmir,18,Spor,662.08,4.0,0.1,Hafta Sonu,Banka Kartı,Mobil,5.0,Hayır,4.0,2383.49
S001073,M0169,2025-01-31,İstanbul,6,Kozmetik,552.62,1.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,6.0,Hayır,5.0,469.73
S001178,M0309,2025-11-16,İzmir,18,Spor,649.87,5.0,0.1,Yeni Üye,Havale/EFT,Mobil,4.0,Evet,2.0,2924.42
S001390,M0059,2025-09-10,Ankara,44,Giyim,1159.95,1.0,0.2,Yeni Üye,Banka Kartı,Mobil,3.0,Hayır,3.0,1094.99
S000734,M0203,2025-10-28,İstanbul,22,Kitap,238.25,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,238.25
S000936,M0260,2025-05-27,Bursa,32,Kitap,153.16,2.0,0.15,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,5.0,260.37
S000436,M0145,2025-12-28,Malatya,33,Elektronik,10131.68,6.0,0.1,Yeni Üye,Banka Kartı,Masaüstü,4.0,Hayır,5.0,54711.07
S001268,M0193,2025-01-07,Bursa,25,Ev & Yaşam,356.46,1.0,0.1,Hafta Sonu,Kapıda Ödeme,Masaüstü,2.0,Evet,3.0,320.81
S000103,M0203,2025-11-04,İstanbul,22,Ev & Yaşam,1257.29,1.0,0.05,Yok,Kapıda Ödeme,Mobil,5.0,Evet,,1194.43
S000225,M0309,2025-09-28,İzmir,18,Kozmetik,236.81,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,189.45
S000773,M0301,2025-11-17,Bursa,4,Kitap,128.55,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,,Hayır,4.0,115.7
S000895,M0083,2025-07-24,Bursa,46,Giyim,435.27,4.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,5.0,1654.03
S001374,M0240,2025-10-04,Elazığ,21,Kozmetik,534.02,5.0,0.05,Yok,Banka Kartı,Mobil,3.0,Hayır,4.0,2536.59
S000241,M0022,2025-11-04,İstanbul,30,Spor,1077.45,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,4.0,969.7
S000953,M0022,2025-01-28,İstanbul,30,Giyim,850.15,3.0,0.05,Hafta Sonu,Banka Kartı,Masaüstü,2.0,Hayır,4.0,2422.93
S000628,M0309,2025-02-24,İzmir,18,Giyim,1142.0,2.0,0.2,Sepette İndirim,Havale/EFT,Mobil,4.0,Hayır,5.0,1827.2
S001227,M0309,2025-12-03,İzmir,18,Ev & Yaşam,1510.04,3.0,0.0,Yok,Havale/EFT,Masaüstü,2.0,Hayır,4.0,4530.12
S000211,M0012,2025-11-29,İstanbul,20,Elektronik,8180.71,2.0,0.1,Yeni Üye,Kredi Kartı,Mobil,9.0,Hayır,4.0,14725.28
S000648,M0195,2025-01-15,Elazığ,5,Giyim,186.96,2.0,0.3,Özel Gün,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,261.74
S001151,M0300,2025-07-05,İzmir,41,Spor,677.19,1.0,0.15,Özel Gün,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,575.61
S001197,M0068,2025-06-28,İstanbul,39,Spor,296.64,1.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,296.64
S001289,M0309,2025-08-24,İzmir,18,Spor,424.93,4.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,5.0,1444.76
S000310,M0282,2025-07-30,Malatya,39,Giyim,351.65,2.0,0.0,Yok,Banka Kartı,Mobil,11.0,Hayır,3.0,703.3
S000306,M0058,2025-09-01,Ankara,9,Giyim,1272.42,2.0,0.0,Yok,Kredi Kartı,Masaüstü,5.0,Hayır,5.0,2544.84
S000498,M0309,2025-10-04,İzmir,18,Giyim,1060.02,4.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,3392.06
S000305,M0309,2025-07-30,İzmir,18,Ev & Yaşam,2059.53,3.0,0.15,Sepette İndirim,Kredi Kartı,Tablet,2.0,Hayır,4.0,5251.8
S001076,M0193,2025-06-29,Bursa,25,Kitap,232.52,1.0,0.1,Hafta Sonu,Havale/EFT,Mobil,4.0,Hayır,4.0,209.27
S000946,M0041,2025-12-22,Ankara,37,Elektronik,11559.93,1.0,0.2,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,4.0,9247.94
S000050,M0096,2025-04-17,Elazığ,22,Spor,396.08,1.0,0.05,Yok,Kredi Kartı,Tablet,6.0,Hayır,4.0,376.28
S000477,M0292,2025-03-06,Malatya,9,Giyim,831.88,1.0,0.2,Sepette İndirim,Banka Kartı,Mobil,4.0,Hayır,5.0,665.5
S000808,M0316,2025-10-12,Elazığ,2,Elektronik,3160.67,2.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,6.0,Hayır,3.0,5373.14
S001043,M0163,2025-01-11,Elazığ,38,Elektronik,1815.51,3.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,3.0,5446.53
S001331,M0203,2025-06-03,İstanbul,22,Ev & Yaşam,932.92,1.0,0.25,Özel Gün,Kapıda Ödeme,Mobil,2.0,Hayır,5.0,825.63
S000418,M0309,2025-07-14,İzmir,18,Giyim,1917.05,2.0,0.05,Hafta Sonu,Kapıda Ödeme,Masaüstü,3.0,Hayır,5.0,3642.39
S001117,M0131,2025-06-12,İzmir,29,Elektronik,13449.27,1.0,0.15,Sepette İndirim,Kapıda Ödeme,Masaüstü,4.0,Hayır,4.0,11431.88
S000574,M0175,2025-03-09,İstanbul,14,Ev & Yaşam,379.14,1.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,3.0,Evet,3.0,322.27
S000390,M0003,2025-12-29,Malatya,37,Spor,1711.35,4.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,3.0,6845.4
S001252,M0024,2025-11-28,Ankara,35,Giyim,1151.23,2.0,0.2,Sepette İndirim,Kapıda Ödeme,Masaüstü,3.0,Hayır,4.0,1841.97
S001318,M0056,2025-05-12,Elazığ,27,Giyim,315.36,2.0,0.05,Yok,Kapıda Ödeme,Masaüstü,4.0,Hayır,4.0,599.18
S000784,M0309,2025-11-13,İzmir,18,Giyim,245.52,2.0,0.05,Hafta Sonu,Banka Kartı,Mobil,,Hayır,4.0,466.49
S000013,M0263,2025-02-21,Malatya,20,Giyim,570.69,3.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,7.0,Hayır,4.0,1540.86
S000379,M0024,2025-07-10,Ankara,35,Ev & Yaşam,1140.84,2.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,2281.68
S000467,M0309,2025-04-15,İzmir,18,Elektronik,5044.97,3.0,0.15,Hafta Sonu,Havale/EFT,Mobil,3.0,Hayır,4.0,12864.67
S000007,M0175,2025-06-18,İstanbul,14,Kitap,306.18,1.0,0.05,Hafta Sonu,Kredi Kartı,Masaüstü,5.0,Hayır,4.0,290.87
S001395,M0294,2025-12-29,İzmir,18,Kozmetik,499.83,1.0,0.2,Sepette İndirim,Banka Kartı,Masaüstü,3.0,Hayır,5.0,399.86
S001379,M0309,2025-04-30,İzmir,18,Kitap,192.88,1.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,5.0,192.88
S000440,M0191,2025-06-02,Bursa,48,Ev & Yaşam,2280.18,3.0,0.15,Sepette İndirim,Kapıda Ödeme,Mobil,2.0,Hayır,4.0,5814.46
S000004,M0309,2025-04-04,İzmir,18,Elektronik,813.65,1.0,0.0,Yok,Banka Kartı,Mobil,3.0,Hayır,5.0,813.65
S001181,M0220,2025-04-02,Bursa,19,Elektronik,1817.32,2.0,0.2,Özel Gün,Banka Kartı,Mobil,1.0,Hayır,3.0,2907.71
S000235,M0019,2025-05-15,Ankara,8,Kitap,302.88,2.0,0.1,Yeni Üye,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,545.18
S000823,M0108,2025-05-07,Elazığ,42,Kitap,206.53,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,185.88
S000402,M0276,2025-09-05,İzmir,30,Giyim,560.87,2.0,0.2,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,5.0,897.39
S000483,M0017,2025-12-09,Malatya,35,Kitap,225.79,1.0,0.0,Yok,Kredi Kartı,Mobil,8.0,Hayır,3.0,225.79
S000487,M0309,2025-10-07,İzmir,18,Spor,395.29,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,5.0,671.99
S001162,M0015,2025-04-12,İstanbul,35,Kozmetik,367.86,1.0,0.1,Yeni Üye,Kredi Kartı,Tablet,5.0,Hayır,3.0,331.07
S001112,M0308,2025-02-12,İstanbul,32,Ev & Yaşam,355.52,2.0,0.2,Özel Gün,Banka Kartı,Mobil,2.0,Hayır,4.0,568.83
S000161,M0298,2025-10-26,Elazığ,35,Elektronik,4307.87,1.0,0.0,Yok,Banka Kartı,Mobil,7.0,Evet,3.0,4307.87
S000642,M0099,2025-03-23,Bursa,40,Kozmetik,800.75,3.0,0.05,Yok,Havale/EFT,Mobil,3.0,Hayır,4.0,2282.14
S001148,M0026,2025-11-09,İstanbul,7,Elektronik,8142.88,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,3.0,8142.88
S000851,M0269,2025-04-10,Malatya,45,Giyim,319.76,1.0,0.0,Yok,Havale/EFT,Mobil,4.0,Evet,3.0,319.76
S000358,M0282,2025-05-24,Malatya,39,Giyim,1198.67,1.0,0.25,Özel Gün,Kredi Kartı,Mobil,6.0,Hayır,4.0,899.0
S000333,M0287,2025-10-16,Ankara,5,Giyim,519.94,2.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,1039.88
S001122,M0252,2025-02-10,Ankara,16,Ev & Yaşam,809.54,4.0,0.2,Sepette İndirim,Banka Kartı,Mobil,3.0,Hayır,4.0,2590.53
S000916,M0176,2025-10-21,Malatya,24,Kitap,172.54,2.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,3.0,345.08
S000446,M0016,2025-07-17,Malatya,30,Kozmetik,344.53,2.0,0.0,Yok,Havale/EFT,Masaüstü,4.0,Hayır,5.0,689.06
S000866,M0309,2025-11-02,İzmir,18,Kozmetik,957.16,1.0,0.0,Yok,Havale/EFT,Mobil,4.0,Hayır,5.0,957.16
S000857,M0256,2025-12-08,Ankara,13,Kitap,358.52,2.0,0.0,Yok,Kredi Kartı,Mobil,9.0,Hayır,5.0,717.04
S000351,M0028,2025-12-26,Bursa,4,Giyim,1410.03,3.0,0.15,Yeni Üye,Havale/EFT,Mobil,5.0,Evet,3.0,3595.58
S001110,M0316,2025-07-17,Elazığ,2,Spor,1290.84,4.0,0.15,Sepette İndirim,Havale/EFT,Mobil,4.0,Hayır,4.0,4388.86
S000171,M0134,2025-05-09,Ankara,30,Elektronik,15258.38,5.0,0.1,Hafta Sonu,Kredi Kartı,Tablet,2.0,Hayır,5.0,68662.71
S001129,M0223,2025-11-23,İstanbul,2,Kozmetik,406.75,3.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,1037.21
S000172,M0177,2025-07-30,İstanbul,9,Elektronik,2162.36,4.0,0.15,Yeni Üye,Kredi Kartı,Masaüstü,1.0,Hayır,4.0,7352.02
S000107,M0306,2025-09-22,Ankara,25,Ev & Yaşam,1781.88,1.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Evet,,1781.88
S001017,M0161,2025-05-24,İzmir,19,Kitap,134.62,1.0,0.0,Yok,Banka Kartı,Mobil,3.0,Hayır,3.0,134.62
S000569,M0171,2025-08-26,İstanbul,9,Kozmetik,176.16,1.0,0.0,Yok,Banka Kartı,Mobil,1.0,Hayır,,176.16
S000814,M0293,2025-04-25,İstanbul,31,Ev & Yaşam,246.99,3.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,740.97
S000068,M0312,2025-06-21,İstanbul,11,Kozmetik,1335.03,1.0,0.1,Hafta Sonu,Havale/EFT,Mobil,6.0,Hayır,5.0,1201.53
S000271,M0160,2025-03-17,Ankara,46,Ev & Yaşam,953.31,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,953.31
S001165,M0197,2025-10-20,İstanbul,4,Ev & Yaşam,639.89,3.0,0.05,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,1823.69
S001267,M0305,2025-09-11,Ankara,27,Giyim,468.5,5.0,0.05,Hafta Sonu,Kapıda Ödeme,Mobil,2.0,Hayır,4.0,2225.38
S000201,M0309,2025-09-15,İzmir,18,Ev & Yaşam,1574.42,2.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,1.0,Hayır,4.0,2676.51
S000341,M0036,2025-08-02,Ankara,35,Giyim,1178.8,1.0,0.0,Yok,Banka Kartı,Masaüstü,5.0,Hayır,4.0,1178.8
S000693,M0298,2025-01-22,Elazığ,35,Kitap,172.7,5.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,6.0,Hayır,3.0,733.98
S000156,M0108,2025-11-10,Elazığ,42,Giyim,945.59,2.0,0.2,Özel Gün,Havale/EFT,Mobil,9.0,Hayır,4.0,1512.94
S000626,M0119,2025-02-07,İzmir,16,Elektronik,2232.47,4.0,0.05,Yok,Kredi Kartı,Mobil,5.0,Hayır,5.0,8483.39
S000054,M0071,2025-03-23,Ankara,24,Giyim,1038.12,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,8.0,Hayır,3.0,986.21
S001324,M0215,2025-06-30,Elazığ,32,Elektronik,2382.59,2.0,0.15,Hafta Sonu,Banka Kartı,Mobil,8.0,Hayır,2.0,4050.4
S000614,M0226,2025-11-21,İstanbul,31,Spor,1779.06,1.0,0.0,Yok,Kredi Kartı,Mobil,8.0,Hayır,4.0,1779.06
S001304,M0261,2025-04-13,Bursa,14,Giyim,319.79,2.0,0.05,Yok,Kredi Kartı,Mobil,5.0,Hayır,5.0,607.6
